canonical_id,b_id,source,views,same_bank_train_overlap,players,goals,imposed_events,voluntary_events,private_results,queried_preference_privately_observed,queried_preference_public,support,favored,p_eligible,disposition
30736313666de0b595fef47462b7e7130759bc057dea23461ade4a5b2eabbd84,30736313666de0b595fe-B,pilot-short-224,B|O|Pplus,False,3,3,3,0,0,False,False,want|neutral|avoid,neutral,True,requires_history_reconstruction
33a50f6f602fa95f9f1c9d750e40273bd0456b0d0c8c4b104f3d8be3912c1fce,33a50f6f602fa95f9f1c-B,pilot-short-60,B|O|Pplus,False,2,3,1,0,0,False,False,want|avoid,undetermined,True,requires_history_reconstruction
34e2fb7a3979959fe4a15a74819638097c99ca1b1c62433dc659bf4bb9f8f0db,34e2fb7a3979959fe4a1-B,pilot-short-143,B|O|Pplus,False,3,3,3,0,0,False,True,want,want,True,requires_history_reconstruction
376712efc21f0b3cb8e4bca417310d45b4a469ab188b9dcbf7e08e2d76c9bafc,376712efc21f0b3cb8e4-B,reasoning-v4:dd2774114b3fc359d66f,B|O|Pplus,False,2,6,1,1,1,False,False,want|neutral|avoid,undetermined,False,requires_history_reconstruction
3b47fa795ea1f7b8f8cbc118dcbd74064ef5099bd160d9d65f4744e5ca3566e5,3b47fa795ea1f7b8f8cb-B,pilot-short-143,B|O|Pplus,False,3,3,3,1,0,False,False,want|neutral|avoid,undetermined,True,requires_history_reconstruction
3b9ae49751d16f38e93448eda014ab906ce3a909b46dc1e8e348f2366fc9067d,3b9ae49751d16f38e934-B,reasoning-v4:7675acd9ee9ce112f109,B|O|Pplus,False,2,6,1,1,1,False,False,want|neutral|avoid,undetermined,False,requires_history_reconstruction
3d292b9970298ec1f86b1c1adc0d6254a08765de2e163198fb763f23c36216bc,3d292b9970298ec1f86b-B,information-control-2-4-True-1,B|O|Pplus,False,2,4,1,0,0,False,False,want|neutral|avoid,neutral,True,requires_history_reconstruction
3fa758ce2b6fa5199d44fc619d8acd8e3c100cb6dd236a76744ca8307db05e61,3fa758ce2b6fa5199d44-B,pilot-short-129,B|O|Pplus,False,2,3,1,1,0,False,False,want|neutral,want,True,requires_history_reconstruction
42e8a3b37ce19a29c6cc71e9d22bc3c52ab93ea30932dc827914ee908a369641,42e8a3b37ce19a29c6cc-B,pilot-short-100,B|O|Pplus,False,2,3,1,0,0,False,False,want|neutral|avoid,undetermined,True,requires_history_reconstruction
430b538712ac0762916ede5d7640fca3b5100eee5577beeb39146a96e948c2b8,430b538712ac0762916e-B,pilot-short-99,B|O|Pplus,False,2,3,1,1,0,False,False,want|neutral,want,True,requires_history_reconstruction
48217a26c6552a6e90caaeaac3fdd8cf2585905b5e28f1b1c8cc04901cdbf219,48217a26c6552a6e90ca-B,information-control-2-4-True-1,B|O|Pplus,False,2,4,1,0,0,False,False,want|neutral|avoid,want,True,requires_history_reconstruction
48bbfc0d5643d7ea153c253d5751655e59b22bd348d13d5380fafd8c53b208ea,48bbfc0d5643d7ea153c-B,pilot-short-129,B|O|Pplus,False,2,3,1,1,0,False,False,neutral|avoid,avoid,True,requires_history_reconstruction
4b6c715202e905aa5dcbdd98588e6664f6f8a754b8e39e14c6962631332fd106,4b6c715202e905aa5dcb-B,pilot-short-143,B|O|Pplus,False,3,3,3,1,0,False,False,want|neutral|avoid,want,True,requires_history_reconstruction
4c71d69ebe32173d470c239bce099054c0327457348ecdb12ab762e1e7d22096,4c71d69ebe32173d470c-B,reasoning-v4:dd2774114b3fc359d66f,B|O|Pplus,False,2,6,1,1,1,True,False,neutral,neutral,True,requires_history_reconstruction
4faf4b1eb9bf5eb277b41c9a0f682c80c93b9ec8357d80b125f5a4715752e631,4faf4b1eb9bf5eb277b4-B,pilot-short-129,B|O|Pplus,False,2,3,1,1,0,False,False,neutral|avoid,avoid,True,requires_history_reconstruction
50828f97c22b78b218be1c635ee3469c891a0bd86c27952a78e1c2f857fafa6d,50828f97c22b78b218be-B,pilot-short-129,B|O|Pplus,False,2,3,1,1,0,False,False,want|neutral,undetermined,True,requires_history_reconstruction
5418f6bd2ad57fc229497b1f7a237888e9d9a595e9a4461477235e343466515f,5418f6bd2ad57fc22949-B,pilot-short-135,B|O|Pplus,False,2,3,1,0,0,False,False,want|neutral|avoid,avoid,True,requires_history_reconstruction
5a359aac3017f8edb0cded4c71b8d1d246167047f6a2c0258d555c68130dca9e,5a359aac3017f8edb0cd-B,pilot-short-99,B|O|Pplus,False,2,3,1,1,0,False,False,neutral|avoid,undetermined,True,requires_history_reconstruction
5a54826199ab0839e7021e4e49e3e7474596fd1021f1063f58382b832e809146,5a54826199ab0839e702-B,pilot-short-143,B|O|Pplus,False,3,3,3,0,0,False,True,want,want,True,requires_history_reconstruction
5c2175d2d962fca944badc586813ac9240d8c341622904589fce1e7ae8e385f8,5c2175d2d962fca944ba-B,reasoning-v4:7675acd9ee9ce112f109,B|O|Pplus,False,2,6,1,1,1,False,False,want|neutral|avoid,undetermined,False,requires_history_reconstruction
5c5227fa4b322c9833d4f878b82b0c7dc14f73600697dea07d8fe02c1ee8315b,5c5227fa4b322c9833d4-B,pilot-short-233,B|O|Pplus,False,3,3,6,0,1,False,False,want|neutral|avoid,undetermined,True,requires_history_reconstruction
5cafd3b44053be92c8bd51155d86ca2bdc53cd63a938e633d7f5ff472f5502f4,5cafd3b44053be92c8bd-B,reasoning-v4:11699aa839db8ae1b36b,B|O|Pplus,False,2,3,1,1,0,False,True,want,want,True,requires_history_reconstruction
5ce5c7d9e575b847fa088d8a68a5bab2a5df3291ec4dc89686a895633794fdf9,5ce5c7d9e575b847fa08-B,pilot-short-129,B|O|Pplus,False,2,3,1,0,0,False,True,want,want,True,requires_history_reconstruction
5f862449e7e288e933c010a1be5f56bb125e9e3cbbc6632e95031ffb53ec7b48,5f862449e7e288e933c0-B,reasoning-v4:geometry-v4-2024-binary,B|O|Pplus,False,3,4,3,1,0,False,False,want|neutral|avoid,undetermined,True,requires_history_reconstruction
60ff46cf5f034e95d38ba33b734671731ebb749e61591b18894af760d188cd76,60ff46cf5f034e95d38b-B,pilot-short-224,B|O|Pplus,False,3,3,3,0,0,False,False,want|neutral|avoid,undetermined,True,requires_history_reconstruction
615fe16c8a0263602dc14f72258999daced27a99a8b85d5e3f65a81f91462cb1,615fe16c8a0263602dc1-B,pilot-short-140,B|O|Pplus,False,3,3,3,0,0,False,False,want|neutral|avoid,undetermined,True,requires_history_reconstruction
619e313d3a76fecad88f21980fb514998022ca960da56fd0eb63f153de51f552,619e313d3a76fecad88f-B,pilot-short-70,B|O|Pplus,False,2,3,1,1,0,False,False,want|neutral|avoid,avoid,True,requires_history_reconstruction
64257512670b7e0386b1ba773b3e57f80758f3608fd1ede694b0644fea136f5f,64257512670b7e0386b1-B,pilot-short-12,B|O|Pplus,False,2,3,3,0,1,False,True,want,want,True,requires_history_reconstruction
65a43a94d4fe326e87d1c74a903158d84204557ac688c258c356a7592632cc00,65a43a94d4fe326e87d1-B,pilot-short-143,B|O|Pplus,False,3,3,3,0,0,False,True,want,want,True,requires_history_reconstruction
68c08171b34c4b345949ab87ca1f56263a8e7232599df59dffa207f9b03efe14,68c08171b34c4b345949-B,pilot-short-99,B|O|Pplus,False,2,3,1,1,0,False,False,want|neutral,want,True,requires_history_reconstruction
68d3e322ef6c15a4168510bd378aa4ea4162c9c6a84ee1efb32d9269c2eda53e,68d3e322ef6c15a41685-B,pilot-short-99,B|O|Pplus,False,2,3,1,1,0,False,False,want|neutral,want,True,requires_history_reconstruction
6a5f2091ba643a725764e9771ed66e12dab785a0854d916b2d06759f9328573a,6a5f2091ba643a725764-B,pilot-short-159,B|O|Pplus,False,2,3,1,0,0,False,True,neutral,neutral,True,requires_history_reconstruction
6ac6708777bba4897d22217090734bf0f9f486fa53fe6d3b7b8e2df4ebc9806a,6ac6708777bba4897d22-B,pilot-short-129,B|O|Pplus,False,2,3,1,0,0,False,True,want,want,True,requires_history_reconstruction
6e844096069f8ff4a204920f7f615b1008c4f1ac0af74e1cbf35c5c1c76cfe0e,6e844096069f8ff4a204-B,pilot-short-12,B|O|Pplus,False,2,3,3,0,1,False,True,want,want,True,requires_history_reconstruction
6f1f05b66f2ec8106dd215dbfccda98e3e591288918ae15889e54420fb679039,6f1f05b66f2ec8106dd2-B,reasoning-v4:7675acd9ee9ce112f109,B|O|Pplus,False,2,6,1,1,1,False,False,want|neutral|avoid,undetermined,False,requires_history_reconstruction
70b120632420a60aa8023e42a521b3fd19d7001ac3ab33846d89dd1f92289fc7,70b120632420a60aa802-B,pilot-short-60,B|O|Pplus,False,2,3,1,0,0,False,False,want|avoid,want,True,requires_history_reconstruction
725a69dcd8a3fb5ee7323656c1fc0f300389a30ac75818ee954f0bbfe8c3d1c0,725a69dcd8a3fb5ee732-B,pilot-short-100,B|O|Pplus,False,2,3,1,0,0,False,False,want|neutral|avoid,avoid,True,requires_history_reconstruction
7518b4f473810638fe2ac9a7a4d1e47ece5a604a378c7fc416fdcb9a148bfd14,7518b4f473810638fe2a-B,pilot-short-129,B|O|Pplus,False,2,3,1,1,0,False,False,neutral|avoid,undetermined,True,requires_history_reconstruction
77a6bb7005e27424188fca4aa2a1ac9ec75e7d7acedca898a90df44c85423d17,77a6bb7005e27424188f-B,pilot-short-70,B|O|Pplus,False,2,3,1,1,0,False,False,want|neutral|avoid,undetermined,True,requires_history_reconstruction
7c10e7e276220b93fa88c8237aac897b691a56e3c382339d4b930af3b744e226,7c10e7e276220b93fa88-B,pilot-short-129,B|O|Pplus,False,2,3,1,1,0,False,False,want|neutral,want,True,requires_history_reconstruction
7d20354c418af062973c96fdc895fa8c3ad896eaaa3febada323de6700147fb3,7d20354c418af062973c-B,pilot-short-224,B|O|Pplus,False,3,3,3,0,0,False,True,avoid,avoid,True,requires_history_reconstruction
7f035e9e803f8fdaff13ebf5a05db4a13fcd9d2fe4d612d22ef96c83a81414ea,7f035e9e803f8fdaff13-B,reasoning-v4:dd2774114b3fc359d66f,B|O|Pplus,False,2,6,1,1,1,True,False,avoid,avoid,True,requires_history_reconstruction
7fc5c933a479a702d174fc9e700a69eb2f8a3862d0a2da7000a495dee2e24dac,7fc5c933a479a702d174-B,pilot-short-140,B|O|Pplus,False,3,3,3,0,0,False,False,want|neutral|avoid,neutral,True,requires_history_reconstruction
81b4180b97bdc4a6aea362b6b0ad31bdec0b258aa60ecfc8ad45c76ae074039d,81b4180b97bdc4a6aea3-B,information-control-2-4-True-1,B|O|Pplus,False,2,4,1,0,0,False,False,want|neutral|avoid,undetermined,True,requires_history_reconstruction
84e9cfe9679a3d71df2f6af2f4505d6d8809f5a69da0fc274dc7e23205379111,84e9cfe9679a3d71df2f-B,reasoning-v4:dd2774114b3fc359d66f,B|O|Pplus,False,2,6,1,1,1,False,False,want|neutral|avoid,undetermined,False,requires_history_reconstruction
85efb9f51c24ddf44da2793eebd63211a68e65a28da3db0941fa51189e42d327,85efb9f51c24ddf44da2-B,pilot-information-104,B|O|Pplus,False,2,6,1,0,0,False,False,want|neutral|avoid,undetermined,False,requires_history_reconstruction
8771786eeda211936d17f8f0605441d136e574a5a7fe0f295e75cad5a15b7b5b,8771786eeda211936d17-B,pilot-short-100,B|O|Pplus,False,2,3,1,0,0,False,False,want|neutral|avoid,neutral,True,requires_history_reconstruction
87d9f291df6b71c5b01025528b3023c207e18b3dfd1d4484580c0d50164a3371,87d9f291df6b71c5b010-B,pilot-short-129,B|O|Pplus,False,2,3,1,1,0,False,False,want|neutral,want,True,requires_history_reconstruction
8d09a9591c3633554f39421a85f6b2a9e518e0828eed96a046517bc123d54523,8d09a9591c3633554f39-B,pilot-short-233,B|O|Pplus,False,3,3,6,0,1,False,False,want|neutral|avoid,avoid,True,requires_history_reconstruction
8de12aa0a0d18dc5cf400202ca201663eddafc7cbee124c88aa5cc78e2d32dcb,8de12aa0a0d18dc5cf40-B,pilot-short-100,B|O|Pplus,False,2,3,1,0,0,False,False,want|neutral|avoid,undetermined,True,requires_history_reconstruction
8f243ad7ea27aaa2dcc9cdba27299363e9f5c3a35382e6b3ab7dcc2c07120251,8f243ad7ea27aaa2dcc9-B,pilot-short-70,B|O|Pplus,False,2,3,1,1,0,False,False,want|neutral|avoid,undetermined,True,requires_history_reconstruction
90559ece11d957d207d32d4b0a0bb5aadfd0d52fa2a4f450839fd0f1a1585bd1,90559ece11d957d207d3-B,pilot-short-137,B|O|Pplus,False,3,3,6,0,1,False,False,want|neutral|avoid,undetermined,False,requires_history_reconstruction
90c0c3a8fa1d7f6ad90f8f18394c812111887255e64af598b47adb3ba33427eb,90c0c3a8fa1d7f6ad90f-B,pilot-short-219,B|O|Pplus,False,2,3,1,0,0,False,True,want,want,True,requires_history_reconstruction
90e58ee9c69753dc26251eef26756feac1a6dd42028572cd5257f9379c556bca,90e58ee9c69753dc2625-B,pilot-short-12,B|O|Pplus,False,2,3,3,0,1,False,True,want,want,True,requires_history_reconstruction
911c36654fd614cab5307bd2861cd82e96c07d959859a9ce666166404c40a36e,911c36654fd614cab530-B,pilot-short-70,B|O|Pplus,False,2,3,1,0,0,False,False,want|neutral|avoid,want,True,requires_history_reconstruction
9507a37cb39a66935ec976fc91f5041d86109aa12fdea168288790fe5c25bab6,9507a37cb39a66935ec9-B,pilot-short-129,B|O|Pplus,False,2,3,1,1,0,False,False,neutral|avoid,avoid,True,requires_history_reconstruction
95f7d902bec9c2ab684e46dfce4d597721e4d826a5c068783fdc7b62f58e43fa,95f7d902bec9c2ab684e-B,pilot-short-129,B|O|Pplus,False,2,3,1,0,0,False,True,want,want,True,requires_history_reconstruction
9a8179dde0cd49a070b401fc922438a90bbeea83b0c455d07f2231c5b3357c8a,9a8179dde0cd49a070b4-B,pilot-short-219,B|O|Pplus,False,2,3,1,0,0,False,True,want,want,True,requires_history_reconstruction
9d8c98a4bb65bca5d1bd76835e7e24bfe223c3bf4c45b0fdb18af8288f0a81f4,9d8c98a4bb65bca5d1bd-B,pilot-short-224,B|O|Pplus,False,3,3,3,0,0,False,False,want|neutral|avoid,undetermined,True,requires_history_reconstruction
9f5413d8303ac1a0acba34410c873e81f408b6a618a8f92f18b6a7395f39556b,9f5413d8303ac1a0acba-B,pilot-short-143,B|O|Pplus,False,3,3,3,0,0,False,True,want,want,True,requires_history_reconstruction
9f603d557e2830086a5fcc8cbe2d62522c328a02d495fe6bdff70ae439ccd3a4,9f603d557e2830086a5f-B,pilot-information-104,B|O|Pplus,False,2,6,1,0,0,False,False,want|neutral|avoid,undetermined,False,requires_history_reconstruction
9f78f226ef4217c9cc9dc222d964fe564d337c6bde38b66de09fac64d2bbae39,9f78f226ef4217c9cc9d-B,pilot-short-99,B|O|Pplus,False,2,3,1,1,0,False,False,want|neutral,want,True,requires_history_reconstruction
a032569e866b8e14105471403dbd0129c7985d46305839fd4c09b7bfa797d120,a032569e866b8e141054-B,pilot-short-143,B|O|Pplus,False,3,3,3,1,0,False,False,want|neutral|avoid,undetermined,True,requires_history_reconstruction
a1c778d91a3e9d5a0b8c47f15a54ac3c49025e10758db916f9d29541e0e2993d,a1c778d91a3e9d5a0b8c-B,pilot-short-233,B|O|Pplus,False,3,3,6,0,1,False,False,want|neutral|avoid,want,True,requires_history_reconstruction
a490783d75e86d418f7c9a2f5aee0f9146e15e4e1413e74eefc307ccfd71f1b7,a490783d75e86d418f7c-B,reasoning-v4:f20558b34bf325fd5a1d,B|O|Pplus,False,2,4,1,1,1,True,False,want,want,True,requires_history_reconstruction
a87de7848582944b0997558a1008bf9d27ab9544c341c7976ff6c353b6b2f732,a87de7848582944b0997-B,pilot-short-99,B|O|Pplus,False,2,3,1,1,0,False,False,neutral|avoid,neutral,True,requires_history_reconstruction
a954a06b51d522fe1198d63a730ce00c8804759179a8e1c3d706c0b7fe78158f,a954a06b51d522fe1198-B,pilot-short-159,B|O|Pplus,False,2,3,1,0,0,False,True,neutral,neutral,True,requires_history_reconstruction
adf49e530be2c4ab62f33afe6ad617ad804eef34edad08ecc1e8a184965d6b85,adf49e530be2c4ab62f3-B,pilot-short-140,B|O|Pplus,False,3,3,3,0,0,False,False,want|neutral|avoid,want,True,requires_history_reconstruction
af3d8deff27f7b49ec8a67abce73373d29271bb52427280a7ddbb527aca960ff,af3d8deff27f7b49ec8a-B,reasoning-v4:geometry-v4-2042-binary,B|O|Pplus,False,3,4,3,1,0,False,False,want|neutral|avoid,undetermined,True,requires_history_reconstruction
aff187b70b1c3dbc0ee9e360761b184d09790edd426f46c60d78ad881d06c788,aff187b70b1c3dbc0ee9-B,pilot-short-135,B|O|Pplus,False,2,3,1,0,0,False,False,want|neutral|avoid,neutral,True,requires_history_reconstruction
b078f1cd2719672499dbfcd587faffce9fa862aaa4ae52ae63a1ac1e2555d828,b078f1cd2719672499db-B,pilot-short-135,B|O|Pplus,False,2,3,1,0,0,False,False,want|neutral|avoid,want,True,requires_history_reconstruction
b0c54619fc96728288c08ab876b16a0b0b2546a02d29b98025744926eda4faaa,b0c54619fc96728288c0-B,reasoning-v4:7675acd9ee9ce112f109,B|O|Pplus,False,2,6,1,1,1,False,False,want|neutral|avoid,undetermined,False,requires_history_reconstruction
b0ed5738ada58d61188809d451d19cfda3f415e23d4035991e0616c3b0c5ae57,b0ed5738ada58d611888-B,pilot-information-104,B|O|Pplus,False,2,6,1,0,0,False,False,want|neutral|avoid,want,False,requires_history_reconstruction
b2f2f8fb53d446f8aad82b00c1d23c19083fffc7d63b8e8167e1ab305d8d0994,b2f2f8fb53d446f8aad8-B,pilot-short-219,B|O|Pplus,False,2,3,1,0,0,False,True,want,want,True,requires_history_reconstruction
b6d1964e2e6ccc1fd25e1508e84b45e920a201dc191d812ae32e66a698f3a167,b6d1964e2e6ccc1fd25e-B,pilot-short-70,B|O|Pplus,False,2,3,1,0,0,False,False,want|neutral|avoid,avoid,False,requires_history_reconstruction
b8842d09fb759eea625239a1e66f01291f20c90b308d680d52f49f4c10c3b6b7,b8842d09fb759eea6252-B,pilot-short-60,B|O|Pplus,False,2,3,1,0,0,False,False,want|avoid,undetermined,True,requires_history_reconstruction
b9a6552804552e816eaba0ba0d22a921151d6f40d1a69cefe344a9ef880c4c61,b9a6552804552e816eab-B,pilot-short-12,B|O|Pplus,False,2,3,3,0,1,False,True,want,want,True,requires_history_reconstruction
bd120f9be18cb300f33f8d0d67faa215e4da1ca1520157fc5920ddc900a64717,bd120f9be18cb300f33f-B,reasoning-v4:geometry-v4-2024-binary,B|O|Pplus,False,3,4,3,1,0,False,False,want|neutral|avoid,undetermined,True,requires_history_reconstruction
c0d6f8a666ff82dd3ec470e8764d016f5c07669660e8a9a82fcf3110db416c5b,c0d6f8a666ff82dd3ec4-B,reasoning-v4:geometry-v4-2042-linear,B|O|Pplus,False,3,4,3,1,0,False,False,neutral|avoid,undetermined,True,requires_history_reconstruction
c3899a752152d467678f0c30f93b77ffbc399f2486f35f81428011ab7b4db241,c3899a752152d467678f-B,reasoning-v4:geometry-v4-2042-binary,B|O|Pplus,False,3,4,3,1,0,False,False,want|neutral|avoid,undetermined,True,requires_history_reconstruction
c8985935c316aeb27dccac1e97fae3038ff4dbc122459f4ec041ad98e68ef08e,c8985935c316aeb27dcc-B,pilot-short-143,B|O|Pplus,False,3,3,3,0,0,False,True,want,want,True,requires_history_reconstruction
ca5992e424b3f9131a6ec970892ece45ffe6598fdf4755b34fa85c8be367a915,ca5992e424b3f9131a6e-B,reasoning-v4:7675acd9ee9ce112f109,B|O|Pplus,False,2,6,1,1,1,False,False,want|neutral|avoid,undetermined,False,requires_history_reconstruction
cb1fca5b28e951521a330ad0f9fa2f1e6c0602793499aa1dbf5cc59e1e8b25f0,cb1fca5b28e951521a33-B,reasoning-v4:7675acd9ee9ce112f109,B|O|Pplus,False,2,6,1,1,1,False,False,want|neutral|avoid,undetermined,True,requires_history_reconstruction
d0f852d8c79835c15ea05e8f314104d9de825f79837cdbce33744a1fde4ada5e,d0f852d8c79835c15ea0-B,pilot-short-135,B|O|Pplus,False,2,3,1,0,0,False,False,want|neutral|avoid,undetermined,True,requires_history_reconstruction
d17281b8e9d24404802d444ef0413b3a66a7f5b18b477e552dba46aff3ac340a,d17281b8e9d24404802d-B,reasoning-v4:linear-history-v5-3025,B|O|Pplus,False,2,3,0,2,0,False,False,neutral|avoid,avoid,False,candidate_requires_teacher_and_cross_bank_audit
d1a83658f7753f024ab958e3f8d3a2ecf328167ce678eac7fd4c3c5c40596923,d1a83658f7753f024ab9-B,pilot-short-219,B|O|Pplus,False,2,3,1,0,0,False,True,want,want,True,requires_history_reconstruction
d6d089cfd7e136ea624439c2872f689b813cd0919e3d180da42794677b9aa234,d6d089cfd7e136ea6244-B,pilot-short-70,B|O|Pplus,False,2,3,1,0,0,False,False,want|neutral|avoid,undetermined,False,requires_history_reconstruction
d7487e09fdee98bf5b17e281b29ca85c5b98196f20de7629884b0856570ab946,d7487e09fdee98bf5b17-B,pilot-information-104,B|O|Pplus,False,2,6,1,0,0,False,False,want|neutral|avoid,neutral,False,requires_history_reconstruction
dd8637ebb634d1f38c5717f7a7658b6818c1de371bbfd6f8248df6c6641ca55a,dd8637ebb634d1f38c57-B,pilot-short-129,B|O|Pplus,False,2,3,1,0,0,False,True,want,want,True,requires_history_reconstruction
de44fb89ab80b30b929e2d957c55510477b028dccaccf82731724eb94a95a663,de44fb89ab80b30b929e-B,pilot-short-137,B|O|Pplus,False,3,3,6,0,1,False,False,want|neutral|avoid,avoid,False,requires_history_reconstruction
dea672829a26ff408e96dc69175f520dcb9c0811637172ffcb106562161cda13,dea672829a26ff408e96-B,reasoning-v4:f20558b34bf325fd5a1d,B|O|Pplus,False,2,4,1,1,1,True,False,avoid,avoid,True,requires_history_reconstruction
df4995f9e4d534f06b6cb029b143949a5944b705c03e3843b259418cc2d70e09,df4995f9e4d534f06b6c-B,pilot-short-100,B|O|Pplus,False,2,3,1,0,0,False,False,want|neutral|avoid,want,True,requires_history_reconstruction
e0240c434e5c3d047e60519edac09b935e7d71498231e200880c62e154191897,e0240c434e5c3d047e60-B,reasoning-v4:f20558b34bf325fd5a1d,B|O|Pplus,False,2,4,1,1,1,True,False,neutral,neutral,True,requires_history_reconstruction
e3577d26afb10cfa0093985d18ca2779c0df3d78854874cf0a9f9924ef6fdabe,e3577d26afb10cfa0093-B,reasoning-v4:geometry-v4-2024-linear,B|O|Pplus,False,3,4,3,1,0,False,False,want|neutral|avoid,undetermined,True,requires_history_reconstruction
e5265928e4cc2e1acebe767934fe5568f2151bb287591e5a7b092feb70a590d2,e5265928e4cc2e1acebe-B,pilot-short-60,B|O|Pplus,False,2,3,1,0,0,False,False,want|avoid,undetermined,True,requires_history_reconstruction
e6fa251f4293535f57382eb2d49d1c460d77f8c7bb7e3f2efb15d72ef983a9a4,e6fa251f4293535f5738-B,reasoning-v4:geometry-v4-2024-linear,B|O|Pplus,False,3,4,3,1,0,False,False,want|neutral|avoid,avoid,True,requires_history_reconstruction
